pair_id,sentence,label,perturbation_type,split
2626,And yet 't almost 'gainst my is conscience Ham.,0,local_shuffle,train
2627,5:14 Is any sick among you?,1,,train
2627,5:14 Is? you among any sick,0,local_shuffle,train
2628,"He has been opening the doors very often this evening, and keeping them open very inconsiderately.",1,,train
2628,"been has opening the He doors very often this evening, and keeping them open very inconsiderately.",0,local_shuffle,train
2629,"Second, the attitude in Jewish families is far more protective toward the daughter than toward the son.",1,,train
2629,"Second, the attitude in Jewish families more protective is toward far the daughter than toward the son.",0,local_shuffle,train
2630,"At the same instant, he grabbed the loose, writhing hose with his other hand and bit down on the hard rubber mouthpiece.",1,,train
2630,"At the same instant, he grabbed the loose, writhing other hand hose his with and bit down on the hard rubber mouthpiece.",0,local_shuffle,train
2631,"No amount of religious ceremonies or even joining a church will relieve the gnawing of your ""inner ""space.",1,,train
2631,"No amount or of ceremonies religious even joining a church will relieve the gnawing of your ""inner ""space.",0,local_shuffle,train
2632,"He went on until it was all poured into the skin, and the giant thought he had drunk it.",1,,train
2632,"He went on until it was all poured into the, giant and the skin thought he had drunk it.",0,local_shuffle,train
2633,And the Philistines went up to Jezreel.,1,,train
2633,And went the Philistines to up Jezreel.,0,local_shuffle,train
2634,"One takes up a notion, and runs away with it.",1,,train
2634,"One up, a takes notion and runs away with it.",0,local_shuffle,train
2635,The beneficiaries of this administration were a number of huge cartels in which both individuals and the Belgian government itself held stock.,1,,train
2635,The beneficiaries of this administration were a number of huge cartels in the both and individuals which Belgian government itself held stock.,0,local_shuffle,train
2636,All this is great proceedings--get the minutes.,1,,train
2636,All this is great proceedings . get minutes the --,0,local_shuffle,train
2637,The Attorney General of California concurs in this interpretation and has filed an appeal from these decisions to the District Court of Appeal.,1,,train
2637,The Attorney General of California concurs and in this interpretation has filed an appeal from these decisions to the District Court of Appeal.,0,local_shuffle,train
2638,"But the other said, Let it be neither mine nor thine, but divide it.",1,,train
2638,"But the other said, Let it be neither, nor mine but thine divide it.",0,local_shuffle,train
2639,Who shall separate us from the love of Christ?,1,,train
2639,Who shall love separate the from us of Christ?,0,local_shuffle,train
2640,wilt thou deliver them into mine hand?,1,,train
2640,wilt thou deliver them mine hand into?,0,local_shuffle,train
2641,There was no doubt as to the control the Republican party exercised throughout the state.,1,,train
2641,There was no doubt as to the the control party Republican exercised throughout the state.,0,local_shuffle,train
2642,Cap would find him and take care of him.,1,,train
2642,Cap him find would and take care of him.,0,local_shuffle,train
2643,"""When did that happen?""",1,,train
2643,"""? When did that happen""",0,local_shuffle,train
2644,"""Do you see this lantern?""",1,,train
2644,"""you Do see this lantern?""",0,local_shuffle,train
2645,The signals to proceed may therefore come when he is momentarily not able to take advantage of them.,1,,train
2645,The therefore proceed signals may to come when he is momentarily not able to take advantage of them.,0,local_shuffle,train
2646,Its bewildering squares and parallelograms were compact and perfect as a Chinese puzzle; an enormous hieroglyphic which man must decipher or die.,1,,train
2646,Its bewildering squares and parallelograms were compact and perfect as a enormous; puzzle Chinese an hieroglyphic which man must decipher or die.,0,local_shuffle,train
2647,"Exactly at noon, the horse turned aside from the road, into a shady grove on a hill, and stopped.",1,,train
2647,"Exactly noon the, at horse turned aside from the road, into a shady grove on a hill, and stopped.",0,local_shuffle,train
2648,We used to kid him by saying he only painted that way because he was so nearsighted.,1,,train
2648,We used to kid him by saying he only painted that way nearsighted was because so he.,0,local_shuffle,train
2649,for thy breach is great like the sea: who can heal thee?,1,,train
2649,for like great breach thy is the sea: who can heal thee?,0,local_shuffle,train
2650,"How is't with me, when euery noyse appalls me?",1,,train
2650,"How, with is't when me euery noyse appalls me?",0,local_shuffle,train
2651,"It saves trouble, and is a something to get me out.",1,,train
2651,"It saves trouble, and is a something out me to . get",0,local_shuffle,train
2652,"""Just because your father tried to make a banker out of you, you've leaned over backward to keep your hands off.",1,,train
2652,"""Just because your father tried to make a out of, banker you you've leaned over backward to keep your hands off.",0,local_shuffle,train
2653,"""He comes from Mr. Pratt's purposely to see us.",1,,dev
2653,"""He comes from Mr. Pratt's us see to . purposely",0,local_shuffle,dev
2654,"""I spoke to the fellow next door, too "", she might say.",1,,train
2654,"""I spoke to the, next too door fellow "", she might say.",0,local_shuffle,train
2655,"14:32 But as for you, your carcases, they shall fall in this wilderness.",1,,dev
2655,"14:32 But as for you, shall your, they carcases fall in this wilderness.",0,local_shuffle,dev
2656,"He is a most amiable, charming young man, I believe.",1,,train
2656,"He is a most amiable,, man charming young I believe.",0,local_shuffle,train
2657,"And then we sat exchanging puffs from that wild pipe of his, and keeping it regularly passing between us.",1,,train
2657,"And then we sat exchanging puffs from wild that pipe of his, and keeping it regularly passing between us.",0,local_shuffle,train
2658,I have always heard of Lady Russell as a woman of the greatest influence with everybody!,1,,train
2658,I have always heard of as a Lady woman Russell of the greatest influence with everybody!,0,local_shuffle,train
2659,"And his mother's name was Hamutal, the daughter of Jeremiah of Libnah.",1,,train
2659,"And his mother's name was Hamutal, the of Libnah Jeremiah daughter of.",0,local_shuffle,train
2660,But his facility in this genre was not great.,1,,dev
2660,But his this facility in genre was not great.,0,local_shuffle,dev
2661,While he was in custody his wife divorced him.,1,,train
2661,While he was in custody wife . his divorced him,0,local_shuffle,train
2662,"Also, normal personnel attrition would make the job reduction provision more or less academic.",1,,train
2662,"Also, normal personnel attrition would make the job reduction academic more provision or less.",0,local_shuffle,train
2663,That goddamn redheader was the worst.,1,,train
2663,That goddamn was . worst the redheader,0,local_shuffle,train
2664,Fiedler went on to make several other test flights before German pilots took over the Reichenberg missiles.,1,,train
2664,Fiedler went on to make several other test flights before German pilots took . Reichenberg the over missiles,0,local_shuffle,train
2665,But I hold thee to the last letter of thy word.,1,,train
2665,But I to hold thee the last letter of thy word.,0,local_shuffle,train
2666,"Add enough warmed cream, seasoned to taste with onion juice, to about half cover the chicken breasts.",1,,dev
2666,"Add enough warmed to taste cream, seasoned with onion juice, to about half cover the chicken breasts.",0,local_shuffle,dev
2667,"Somewhere in the distance, a woman screamed.",1,,train
2667,"the, distance Somewhere in a woman screamed.",0,local_shuffle,train
2668,The cooling requirements are particularly severe at the anode.,1,,train
2668,The cooling requirements are particularly anode . at the severe,0,local_shuffle,train
2669,"I wonder which she will think the handsomest, Henry or John?""",1,,train
2669,"I wonder which she will think the handsomest John, or? Henry""",0,local_shuffle,train
2670,A week to-morrow!--And I have hardly begun to enjoy myself.,1,,train
2670,A week to-morrow!--And I have to enjoy hardly begun myself.,0,local_shuffle,train
2671,"XXI SAMMY JAY MAKES THINGS WORSE FOR BUSTER BEAR ""Thief, thief, thief!",1,,train
2671,"XXI SAMMY JAY MAKES THINGS WORSE FOR BEAR ""BUSTER Thief, thief, thief!",0,local_shuffle,train
2672,7:4 Then the king and all the people offered sacrifices before the LORD.,1,,train
2672,7:4 Then all the and king the people offered sacrifices before the LORD.,0,local_shuffle,train
2673,"12:12 For thou didst it secretly: but I will do this thing before all Israel, and before the sun.",1,,train
2673,"12:12 For thou didst but I secretly it: will do this thing before all Israel, and before the sun.",0,local_shuffle,train
2674,"Snatching the lantern from its peg, he shattered its globe with a blow against a post.",1,,dev
2674,"Snatching the lantern from its peg globe he its, shattered with a blow against a post.",0,local_shuffle,dev
2675,What of the efficiency of this natural instrument of free discussion?,1,,train
2675,What of the efficiency of this natural instrument discussion free of?,0,local_shuffle,train
2676,"""Thank you,"" replied Buster, and his eyes twinkled more than ever.",1,,train
2676,"""Thank you,"" replied Buster eyes twinkled and, his more than ever.",0,local_shuffle,train
2677,Today whole grains are freshly ground every day and baked into bread.,1,,train
2677,whole Today are grains freshly ground every day and baked into bread.,0,local_shuffle,train
2678,5:3 Honour widows that are widows indeed.,1,,train
2678,5:3 are widows Honour that widows indeed.,0,local_shuffle,train
2679,"There was a seriousness in Harriet's manner which prepared her, quite as much as her words, for something more than ordinary.",1,,train
2679,"There a seriousness Harriet was in's manner which prepared her, quite as much as her words, for something more than ordinary.",0,local_shuffle,train
2680,He was enjoying the weekly ritual of washing down his pet grievance with bourbon slightly moistened with water.,1,,train
2680,He was enjoying the weekly ritual of washing his with down pet grievance bourbon slightly moistened with water.,0,local_shuffle,train
